ORGANIZATION_ID,ORGANIZATION_NAME,ORGANIZATION_CREATED_DATE,PROJECT_ID,PROJECT_NAME,PROJECT_CREATED_DATE,LAST_BUILD_FINISHED_AT,VCS_NAME,VCS_URL,VCS_BRANCH,PIPELINE_ID,PIPELINE_CREATED_AT,PIPELINE_NUMBER,IS_UNREGISTERED_USER,PIPELINE_TRIGGER_SOURCE,PIPELINE_TRIGGER_USER_ID,WORKFLOW_ID,WORKFLOW_NAME,WORKFLOW_FIRST_JOB_QUEUED_AT,WORKFLOW_FIRST_JOB_STARTED_AT,WORKFLOW_STOPPED_AT,IS_WORKFLOW_SUCCESSFUL,JOB_NAME,JOB_RUN_NUMBER,JOB_ID,JOB_RUN_DATE,JOB_RUN_QUEUED_AT,JOB_RUN_STARTED_AT,JOB_RUN_STOPPED_AT,JOB_BUILD_STATUS,RESOURCE_CLASS,OPERATING_SYSTEM,EXECUTOR,PARALLELISM,JOB_RUN_SECONDS,MEDIAN_CPU_UTILIZATION_PCT,MAX_CPU_UTILIZATION_PCT,MEDIAN_RAM_UTILIZATION_PCT,MAX_RAM_UTILIZATION_PCT,COMPUTE_CREDITS,DLC_CREDITS,USER_CREDITS,STORAGE_CREDITS,NETWORK_CREDITS,LEASE_CREDITS,LEASE_OVERAGE_CREDITS,IPRANGES_CREDITS,TOTAL_CREDITS
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,3beb1f72-d5c7-44db-af9f-a59cb76e47bb,usage_report_10_months,2025-03-19,2025-03-22 05:27:02.235,github,https://github.com/HennaAbbas/usage_report_10_months,main,12f9a270-771d-4456-9ed5-00c33f9304c4,2025-03-19 05:30:46.970,4,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,a18fc38c-09d4-4e48-9884-3d7ed6372b9a,my-workflow,\\N,2025-03-19 05:30:50.000,2025-03-19 05:31:09.000,true,generate_reports,5,f2dfa72c-1f46-459b-8b3f-81296ee1629d,2025-03-19,2025-03-19 05:30:47.000,2025-03-19 05:30:50.000,2025-03-19 05:31:09.000,success,large,linux,docker,1,19,\\N,\\N,\\N,\\N,7,0,0,1,0,0,0,0,8
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,afc17f07-8e66-4fad-82b6-c63820afc7b4,circleci-demo-python-django,2021-02-17,2025-03-20 20:41:17.074,github,https://github.com/HennaAbbas/circleci-demo-python-django,master,c793748a-13e5-4c21-ab44-8dad22cfbcb1,2025-03-10 19:16:59.922,4905,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,7e9aa606-d025-4ab7-b6ee-670603b0a1a0,on_commit,\\N,2025-03-10 19:17:01.000,2025-03-10 19:18:20.000,true,build_and_test,5036,6066c848-4dcf-45e1-a4aa-9fc862ebb166,2025-03-10,2025-03-10 19:17:00.000,2025-03-10 19:17:01.000,2025-03-10 19:18:20.000,success,medium,linux,docker,50,79,100,100,8,10,408,0,0,50,0,0,0,0,458
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,f1278979-6d7b-4ec3-bad6-62c176f478f6,python_script,2025-03-25,2025-03-31 01:49:39.873,github,https://github.com/HennaAbbas/python_script,main,39b8d473-d46d-47cc-89f6-6b83bbd067be,2025-03-25 23:45:04.002,2,false,api,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,3cea007e-1e47-4493-a048-74f71e142942,my-workflow,\\N,\\N,\\N,false,\\N,\\N,39fc95d5-0246-4e00-8c4d-e20baef0b219,2025-03-25,\\N,2025-03-25 23:45:04.108,\\N,failed,large,linux,docker,\\N,\\N,\\N,\\N,\\N,\\N,9,0,0,0,0,0,0,0,9
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,f1278979-6d7b-4ec3-bad6-62c176f478f6,python_script,2025-03-25,2025-03-31 01:49:39.873,github,https://github.com/HennaAbbas/python_script,main,e3c7a773-e25a-4e5e-9fa9-27a7e7545391,2025-03-31 01:45:03.225,9,false,api,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,375eb953-2f80-434e-8909-176669558f98,my-workflow,\\N,2025-03-31 01:45:05.000,2025-03-31 01:45:57.000,false,generate_reports,9,970c6d1b-eef2-4d9b-a980-32cbac831133,2025-03-31,2025-03-31 01:45:03.000,2025-03-31 01:45:05.000,2025-03-31 01:45:57.000,failed,large,linux,docker,1,52,\\N,\\N,\\N,\\N,18,0,0,0,0,0,0,0,18
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,afc17f07-8e66-4fad-82b6-c63820afc7b4,circleci-demo-python-django,2021-02-17,2025-03-20 20:41:17.074,github,https://github.com/HennaAbbas/circleci-demo-python-django,master,da1a8e4d-bd26-4dcc-9b62-70b19a0d0abe,2025-03-10 19:19:58.366,4906,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,d22a71e3-d2cf-4450-b121-680a7ea64de8,on_commit,2025-03-10 19:19:59.000,2025-03-10 19:20:00.000,2025-03-10 19:21:27.000,true,build_and_test,5037,f6571868-a412-4134-8935-3eaf3b01f1bb,2025-03-10,2025-03-10 19:19:59.000,2025-03-10 19:20:00.000,2025-03-10 19:21:27.000,success,medium,linux,docker,50,87,100,100,8,9,419,0,0,50,0,0,0,0,469
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,afc17f07-8e66-4fad-82b6-c63820afc7b4,circleci-demo-python-django,2021-02-17,2025-03-20 20:41:17.074,github,https://github.com/HennaAbbas/circleci-demo-python-django,master,d6f2ca17-fd25-401b-a803-33e4bed2f80b,2025-03-20 20:25:52.964,4909,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,79e99399-698d-4c9c-9ed4-9fbec1c2dbf4,on_commit,2025-03-20 20:29:25.000,2025-03-20 20:29:27.000,2025-03-20 20:41:16.000,true,build_and_test,5041,e798bb52-812f-4310-a9fd-372fc71c91fa,2025-03-20,2025-03-20 20:29:25.000,2025-03-20 20:29:27.000,2025-03-20 20:41:16.000,success,medium,linux,docker,10,709,2,93,22,24,1125,0,0,10,0,0,0,0,1135
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,3beb1f72-d5c7-44db-af9f-a59cb76e47bb,usage_report_10_months,2025-03-19,2025-03-22 05:27:02.235,github,https://github.com/HennaAbbas/usage_report_10_months,main,c0ade436-4ec7-40c6-a3cb-6421de3163b6,2025-03-20 20:35:03.724,6,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,d1b26690-73ad-40e7-8d7e-c92d1d48fd3b,my-workflow,\\N,2025-03-22 05:06:12.000,2025-03-22 05:27:02.000,true,generate_reports,8,9ec8fb00-7ba5-4cfe-98d5-958c06ab7482,2025-03-22,2025-03-22 05:06:10.000,2025-03-22 05:06:12.000,2025-03-22 05:27:02.000,success,large,linux,docker,1,1250,\\N,\\N,\\N,\\N,417,0,0,1,0,0,0,0,418
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,560b8aa3-fb90-4f15-9f29-0e7305a5ca80,test_,2020-09-22,2025-03-11 17:06:46.296,github,https://github.com/HennaAbbas/test_,azure-test,a0a3b35b-8b01-4b6e-a0fa-8a43556af8e8,2025-03-11 17:06:18.306,20999,false,api,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,33b4703f-4416-479a-bf03-8870cfd8b753,my_workflow,\\N,2025-03-11 17:06:22.000,2025-03-11 17:06:46.000,false,build,47941,76fe44dc-f365-45ed-a32c-6a06ab8c9563,2025-03-11,2025-03-11 17:06:18.000,2025-03-11 17:06:22.000,2025-03-11 17:06:46.000,failed,medium,linux,machine,1,24,\\N,\\N,\\N,\\N,4,0,0,0,0,0,0,0,4
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,3beb1f72-d5c7-44db-af9f-a59cb76e47bb,usage_report_10_months,2025-03-19,2025-03-22 05:27:02.235,github,https://github.com/HennaAbbas/usage_report_10_months,main,6f083076-b7be-4690-89d2-2dc904fcf058,2025-03-20 20:34:10.556,5,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,15aa38bd-61d2-48dc-ba9b-8edb050fda1b,my-workflow,2025-03-20 20:34:11.000,2025-03-20 20:34:16.000,2025-03-20 20:34:36.000,false,generate_reports,6,ac7953fc-6fc5-4d03-a91e-f64c549f72fb,2025-03-20,2025-03-20 20:34:11.000,2025-03-20 20:34:16.000,2025-03-20 20:34:36.000,canceled,large,linux,docker,1,20,\\N,\\N,\\N,\\N,7,0,0,0,0,0,0,0,7
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,f1278979-6d7b-4ec3-bad6-62c176f478f6,python_script,2025-03-25,2025-03-31 01:49:39.873,github,https://github.com/HennaAbbas/python_script,main,08f67edb-c23d-4e2c-bdc2-925ac97f9e42,2025-03-25 23:46:27.111,3,false,webhook,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,e86a1c8b-4769-4fb3-917c-231f2cd4b258,my-workflow,\\N,\\N,\\N,false,\\N,\\N,6105550c-8b1c-47f6-8ae1-7f73422ff932,2025-03-25,\\N,2025-03-25 23:46:27.208,\\N,success,large,linux,docker,\\N,\\N,\\N,\\N,\\N,\\N,33,0,0,0,0,0,0,0,33
73d9dfa4-601c-405e-8b36-c61fd77f569d,HennaAbbas,2020-03-17,f1278979-6d7b-4ec3-bad6-62c176f478f6,python_script,2025-03-25,2025-03-31 01:49:39.873,github,https://github.com/HennaAbbas/python_script,main,04501188-af3d-4312-b8eb-57a96d533f37,2025-03-31 01:49:30.473,10,false,api,dbfd74a5-e4cb-4d78-8a1c-b16cf5ed7987,9e017ca8-00dd-436b-a012-273dc20e0b9e,my-workflow,\\N,2025-03-31 01:49:33.000,2025-03-31 01:49:39.000,false,generate_reports,10,2c907b06-169b-42b0-bc90-3906baa70437,2025-03-31,2025-03-31 01:49:30.000,2025-03-31 01:49:33.000,2025-03-31 01:49:39.000,failed,large,linux,docker,1,6,\\N,\\N,\\N,\\N,3,0,0,0,0,0,0,0,3
